,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
231,15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,29.39,0.4057
232,15/08/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,1975,27.2602
233,15/09/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1075,14.797
234,15/09/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,32.57,0.4483
235,15/09/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3043.75,41.8961
236,15/09/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,19,0.2615
237,15/09/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,42,0.5781
238,15/09/2006,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,20,0.2753
239,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,26,0.3579
240,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,14.8,0.2037
241,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1278,17.5912
242,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,582.22,8.014
244,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2753
245,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,120,1.6518
246,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,34.75,0.4783
247,15/09/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3093,42.574
248,15/09/2006,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,22,0.3028
249,15/09/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1242,17.0957
250,15/09/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,30.74,0.4231
251,15/09/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,2811,38.6924
252,15/09/2006,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,29,0.3992
253,15/09/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,1124.38,15.4766
254,15/09/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,336.8,4.6359
256,15/09/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,36.49,0.5023
257,15/09/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2700,37.1645
258,15/10/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,12.49,0.1726
259,15/10/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1133,15.6578
260,15/10/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,32.63,0.451
261,15/10/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3023.75,41.7875
262,15/10/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,19,0.2626
263,15/10/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,44,0.6081
264,15/10/2006,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,21,0.2902
265,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,26,0.3593
266,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,14.34,0.1982
267,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1293.25,17.8724
268,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,658.88,9.1056
270,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2764
271,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,120,1.6584
272,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,35.8,0.4947
273,15/10/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3280,45.3289
274,15/10/2006,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,23,0.3179
275,15/10/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,13.67,0.1889
276,15/10/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1282,17.717
277,15/10/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,30.94,0.4276
278,15/10/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,2889,39.9253
279,15/10/2006,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,30,0.4146
280,15/10/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,11.77,0.1626
281,15/10/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,1053,14.5522
282,15/10/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,621.11,8.5836
284,15/10/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,38.18,0.5276
285,15/10/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2400,33.1675
286,15/11/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,12.68,0.1796
287,15/11/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1148,16.2615
288,15/11/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,29.9,0.4235
289,15/11/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,2774,39.294
290,15/11/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,19,0.2691
291,15/11/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,44,0.6233
292,15/11/2006,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,20,0.2833
293,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.3825
294,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,14.19,0.2009
295,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1273.6,18.0407
296,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,955.55,13.5354
298,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2833
299,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,135,1.9123
300,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,34.03,0.4821
301,15/11/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3032,42.9486
302,15/11/2006,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,31,0.4391
303,15/11/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,14,0.1983
304,15/11/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1400,19.8312
305,15/11/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,894.44,12.6698
307,15/11/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,31.47,0.4458
308,15/11/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3200,45.3283
309,15/11/2006,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,28,0.3966
310,15/11/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,10.9,0.1544
311,15/11/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,1000,14.1651
312,15/11/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,736.11,10.4271
314,15/11/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,42.22,0.598
315,15/11/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2675,37.8917
316,15/12/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1123.12,16.2257
317,15/12/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,27.81,0.4018
318,15/12/2006,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,2758.75,39.8554
319,15/12/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,20,0.2889
320,15/12/2006,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,44,0.6357
321,15/12/2006,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,20,0.2889
322,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.3901
323,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,13.34,0.1928
324,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1245,17.9864
325,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1122.22,16.2126
327,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,24,0.3467
328,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,140,2.0226
329,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,31.98,0.462
330,15/12/2006,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3078,44.4676
331,15/12/2006,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,28,0.4045
332,15/12/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1400,20.2257
333,15/12/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,796.1,11.5012
335,15/12/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,34.71,0.5015
336,15/12/2006,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3467,50.0874
337,15/12/2006,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,28,0.4045
338,15/12/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,11.27,0.1628
339,15/12/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,1000,14.4469
340,15/12/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,555.55,8.026
342,15/12/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,40.76,0.5888
343,15/12/2006,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2600,37.5619
344,15/01/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,11.66,0.1685
345,15/01/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1061.9,15.3381
346,15/01/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,33.17,0.4792
347,15/01/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3000,43.3319
348,15/01/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,18,0.26
349,15/01/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,37,0.5344
350,15/01/2007,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,16,0.2311
351,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.39
352,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,15,0.2166
353,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1337.5,19.3188
354,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1402.77,20.2615
356,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2889
357,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,130,1.8777
358,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,33.38,0.4822
359,15/01/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3107,44.8774
360,15/01/2007,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,20,0.2889
361,15/01/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1400,20.2216
362,15/01/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,850.42,12.2834
364,15/01/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,38.2,0.5518
365,15/01/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3300,47.6651
366,15/01/2007,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,30,0.4333
367,15/01/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,10.71,0.1546
368,15/01/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,947.5,13.6857
369,15/01/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,675,9.7497
371,15/01/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,43.47,0.6279
372,15/01/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2730,39.4321
373,15/02/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,12.24,0.1785
374,15/02/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1062.5,15.4906
375,15/02/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,33.36,0.4863
376,15/02/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3052.5,44.5036
377,15/02/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,17,0.2478
378,15/02/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,30,0.4374
379,15/02/2007,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,16,0.2333
380,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.3936
381,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,14.69,0.2142
382,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1322.5,19.2812
383,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1544.44,22.5169
385,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2916
386,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,135,1.9682
387,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,31.35,0.4571
388,15/02/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,2810,40.9681
389,15/02/2007,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,23,0.3353
390,15/02/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,15.45,0.2253
391,15/02/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1400,20.4111
392,15/02/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,807.18,11.7682
394,15/02/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,34.48,0.5027
395,15/02/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3170,46.2167
396,15/02/2007,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,30,0.4374
397,15/02/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,10.43,0.152
398,15/02/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,944.21,13.766
399,15/02/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,485.38,7.0765
401,15/02/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,46.45,0.6772
402,15/02/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2784,40.589
403,15/03/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,11.43,0.1655
404,15/03/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1035.42,14.9997
405,15/03/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,33.49,0.4851
406,15/03/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3071.88,44.5012
407,15/03/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,8,0.1159
408,15/03/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,23,0.3332
409,15/03/2007,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,14,0.2028
410,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.3911
411,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,13.27,0.1922
412,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1193.8,17.2942
413,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1636.11,23.7018
415,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2897
416,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,135,1.9557
417,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,33.96,0.492
418,15/03/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3056,44.2712
419,15/03/2007,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,22,0.3187
420,15/03/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1384.35,20.0546
421,15/03/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,830.91,12.0371
423,15/03/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,38.56,0.5587
424,15/03/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3530,51.1379
425,15/03/2007,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,30,0.4346
426,15/03/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,10.8,0.1564
427,15/03/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,1027.5,14.885
428,15/03/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,645.82,9.3558
430,15/03/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,42.18,0.611
431,15/03/2007,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,2729,39.5341
432,15/04/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,1047.37,15.2804
433,15/04/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,33.89,0.4944
434,15/04/2007,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,3050,44.4974
435,15/04/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,8,0.1167
436,15/04/2007,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,30,0.4377
437,15/04/2007,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,12,0.1751
438,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,27,0.3939
439,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,12.71,0.1854
440,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,1177.78,17.183
441,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1552.08,22.6437
443,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,20,0.2918
444,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,130,1.8966
445,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,32.29,0.4711
446,15/04/2007,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,3016,44.0014
447,15/04/2007,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,26,0.3793
448,15/04/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,13.3,0.1941
449,15/04/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,1225.56,17.88
450,15/04/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,901.95,13.1589
452,15/04/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,39.57,0.5773
453,15/04/2007,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,3600,52.5215
454,15/04/2007,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,31,0.4523
