,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
8600,15/03/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Maize,90 KG,actual,Wholesale,KES,2997,26.4636
8608,15/03/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Potatoes,50 KG,actual,Wholesale,KES,2500,22.0751
8609,15/03/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,7187.5,63.4658
8610,15/03/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7200,63.5762
8611,15/03/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,6000,52.9801
8612,15/03/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,8280,73.1126
8618,15/03/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,3330,29.404
8619,15/03/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2333.33,20.6034
8624,15/03/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,2362.5,20.8609
8625,15/03/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,1937.5,17.1082
8627,15/03/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,5850,51.6556
8628,15/03/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,7031.25,62.0861
8634,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,2918.25,25.7682
8635,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2015,17.7925
8636,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Rice,50 KG,actual,Wholesale,KES,6637.5,58.6093
8637,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,5502,48.5828
8638,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,6775.88,59.8311
8639,15/03/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,7740,68.3444
8644,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,3270,28.8742
8645,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Potatoes,50 KG,actual,Wholesale,KES,2070,18.2781
8646,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,7000,61.8102
8647,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7200,63.5762
8648,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7200,63.5762
8649,15/03/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7650,67.5497
8654,15/03/2022,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,25.03,0.221
8656,15/03/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,3660,32.3179
8657,15/03/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,50 KG,actual,Wholesale,KES,2250,19.8675
8658,15/03/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,6312.5,55.7395
8660,15/03/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,7515,66.3576
8661,15/03/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8640,76.2914
8667,15/03/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Maize,90 KG,actual,Wholesale,KES,4140,36.5563
8668,15/03/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Rice,50 KG,actual,Wholesale,KES,6400,56.5121
8669,15/03/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,7245,63.9735
8670,15/03/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,8932.5,78.8742
8671,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,3946.5,34.8477
8672,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Potatoes,50 KG,actual,Wholesale,KES,2875,25.3863
8673,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,7780,68.6976
8674,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11997,105.9338
8675,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,10797.75,95.3444
8676,15/03/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11196,98.8609
8681,15/03/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Maize,90 KG,actual,Wholesale,KES,3150,27.8146
8683,15/03/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,8400,74.1722
8684,15/03/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,8175,72.1854
8685,15/03/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,10800,95.3642
8691,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Maize,90 KG,actual,Wholesale,KES,3150,27.8146
8692,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Potatoes,50 KG,actual,Wholesale,KES,3076.25,27.1634
8693,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Rice,50 KG,actual,Wholesale,KES,4940,43.6203
8695,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,6988.5,61.7086
8696,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,6367.5,56.2252
8697,15/03/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,6300,55.6291
8703,15/03/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3199.5,28.2517
8704,15/03/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1743.75,15.3974
8705,15/03/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,4350,38.4106
8706,15/03/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,6134.62,54.1689
8707,15/03/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,10237.5,90.3974
8713,15/03/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Potatoes,50 KG,actual,Wholesale,KES,2030,17.9249
8714,15/03/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,8802,77.7219
8718,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,2898,25.5894
8719,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Potatoes,50 KG,actual,Wholesale,KES,1376.25,12.1523
8720,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Rice,50 KG,actual,Wholesale,KES,5075,44.8124
8721,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,6750,59.6026
8722,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,6498,57.3775
8723,15/03/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,7287.75,64.351
8729,15/04/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Maize,90 KG,actual,Wholesale,KES,2997,25.9931
8733,15/04/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,7500,65.0477
8734,15/04/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7200,62.4458
8735,15/04/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,6300,54.6401
8736,15/04/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7200,62.4458
8741,15/04/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,3780,32.784
8745,15/04/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,2897,25.1258
8747,15/04/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,6300,54.6401
8748,15/04/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,7593.75,65.8608
8753,15/04/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,3525.67,30.5782
8754,15/04/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Rice,50 KG,actual,Wholesale,KES,6000,52.0382
8755,15/04/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,6290,54.5533
8756,15/04/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,6632.33,57.5224
8757,15/04/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,8225.67,71.3414
8762,15/04/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,3600,31.2229
8763,15/04/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,6875,59.6271
8764,15/04/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7150.5,62.0165
8765,15/04/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7175.25,62.2311
8766,15/04/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,8624.25,74.7984
8772,15/04/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,4020,34.8656
8773,15/04/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,6562.5,56.9167
8775,15/04/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8550,74.1544
8776,15/04/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8910,77.2767
8777,15/04/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,10125,87.8144
8782,15/04/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Maize,90 KG,actual,Wholesale,KES,4440,38.5082
8783,15/04/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,8100,70.2515
8784,15/04/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,9900,85.863
8785,15/04/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,4398,38.144
8786,15/04/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,7780,67.4761
8787,15/04/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11997,104.0503
8788,15/04/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,10597.5,91.9124
8789,15/04/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11196,97.1032
8794,15/04/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Beans,90 KG,actual,Wholesale,KES,7497,65.0217
8798,15/04/2022,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,1 KG,actual,Wholesale,KES,35.88,0.3112
8799,15/04/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Maize,90 KG,actual,Wholesale,KES,3975.75,34.4818
8800,15/04/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Rice,50 KG,actual,Wholesale,KES,5029.25,43.6188
8802,15/04/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,7117.5,61.7303
8803,15/04/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,7312.5,63.4215
8804,15/04/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,7050,61.1448
8809,15/04/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3912.5,33.9332
8810,15/04/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,5008.25,43.4367
8811,15/04/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,9030,78.3174
8812,15/04/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,10751.25,93.2459
8816,15/04/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,8802,76.34
8819,15/04/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,3348,29.0373
8820,15/04/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,12375,107.3287
8821,15/04/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,8220,71.2923
8822,15/04/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,10800,93.6687
8826,15/05/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Maize,90 KG,actual,Wholesale,KES,4401,37.8612
8828,15/05/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Rice,50 KG,actual,Wholesale,KES,8000,68.8229
8834,15/05/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Potatoes,50 KG,actual,Wholesale,KES,2081.25,17.9047
8835,15/05/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,7500,64.5215
8836,15/05/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7200,61.9406
8837,15/05/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7537.5,64.8441
8843,15/05/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,4275,36.7773
8844,15/05/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2333.33,20.0734
8848,15/05/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,3656.25,31.4542
8849,15/05/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,2750,23.6579
8851,15/05/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,8381.25,72.1028
8857,15/05/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,3633,31.2542
8858,15/05/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2445.83,21.0412
8859,15/05/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,6540.75,56.2692
8860,15/05/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,8478,72.9351
8866,15/05/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,4277.25,36.7966
8867,15/05/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Potatoes,50 KG,actual,Wholesale,KES,3070,26.4108
8868,15/05/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,7500,64.5215
8869,15/05/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,7875,67.7476
8870,15/05/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,8624.25,74.1933
8875,15/05/2022,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,Potatoes,50 KG,actual,Wholesale,KES,2900,24.9483
8878,15/05/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,4680,40.2614
8879,15/05/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,50 KG,actual,Wholesale,KES,3062.5,26.3463
8880,15/05/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,6583.33,56.6355
8882,15/05/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8820,75.8773
8883,15/05/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,10327.5,88.8461
8889,15/05/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Maize,90 KG,actual,Wholesale,KES,5040,43.3584
8891,15/05/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Potatoes,50 KG,actual,Wholesale,KES,4375,37.6375
8892,15/05/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Rice,50 KG,actual,Wholesale,KES,6400,55.0583
8893,15/05/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,10875,93.5562
8895,15/05/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,4797,41.268
8896,15/05/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Potatoes,50 KG,actual,Wholesale,KES,2700,23.2277
8897,15/05/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,7780,66.9303
8898,15/05/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,12498.75,107.5251
8899,15/05/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11196,96.3177
8904,15/05/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Potatoes,50 KG,actual,Wholesale,KES,3570,30.7122
8905,15/05/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Beans,90 KG,actual,Wholesale,KES,9000,77.4258
8907,15/05/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Maize,90 KG,actual,Wholesale,KES,4260.75,36.6547
8908,15/05/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Potatoes,50 KG,actual,Wholesale,KES,3925.83,33.7734
8909,15/05/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Rice,50 KG,actual,Wholesale,KES,5318.75,45.7565
8911,15/05/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,6804,58.5339
8912,15/05/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,7200,61.9406
8918,15/05/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,4185,36.003
8919,15/05/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,2531.25,21.776
8920,15/05/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,7000,60.2201
8922,15/05/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,14709.38,126.5428
8923,15/05/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,12400,106.6755
8929,15/05/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Potatoes,50 KG,actual,Wholesale,KES,3225,27.7442
8933,15/05/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,3861,33.2157
8934,15/05/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Potatoes,50 KG,actual,Wholesale,KES,2016.88,17.3509
8935,15/05/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Rice,50 KG,actual,Wholesale,KES,6000,51.6172
8936,15/05/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,13050,112.2674
8937,15/05/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,10125,87.104
8942,15/06/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Maize,90 KG,actual,Wholesale,KES,6201,53.3649
8944,15/06/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Rice,50 KG,actual,Wholesale,KES,8000,68.8468
8946,15/06/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Beans,90 KG,actual,Wholesale,KES,9999,86.0499
8947,15/06/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Beans,90 KG,actual,Wholesale,KES,9504,81.79
8948,15/06/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Beans,90 KG,actual,Wholesale,KES,10998,94.6472
8953,15/06/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Maize,90 KG,actual,Wholesale,KES,5837,50.2324
8954,15/06/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Potatoes,50 KG,actual,Wholesale,KES,2510,21.6007
8955,15/06/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Beans,90 KG,actual,Wholesale,KES,9927,85.4303
8961,15/06/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Potatoes,50 KG,actual,Wholesale,KES,2048,17.6248
8962,15/06/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,8313,71.5404
8963,15/06/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7650,65.8348
8964,15/06/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7201,61.9707
8965,15/06/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7800,67.1256
8971,15/06/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,5100,43.8898
8972,15/06/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2375,20.4389
8973,15/06/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Beans,90 KG,actual,Wholesale,KES,8550,73.58
8978,15/06/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,5288,45.5077
8979,15/06/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,2188,18.8296
8981,15/06/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,17100,147.1601
8982,15/06/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,9600,82.6162
